U24110MH1989PTC050586,PHASE CHEMICALS AND POLYMERS PRIVATE LIMITED,Mumbai,Strike Off,-
U74900WB2015PTC207550,AISLING OVERSEAS PRIVATE LIMITED,Kolkata,Strike Off,amanthakur228@gmail.com
U28997PB2019PTC050152,RVI INDUSTRIES PRIVATE LIMITED,Chandigarh,Active,cavikasaggarwal104@gmail.com
U74999MH2009PTC196643,SPRINKLE PROPERTIES PRIVATE LIMITED,Mumbai,Active,joganigroup@hotmail.com
U65910GJ1983PTC006422,PARASMANI LEASING AND ESTATES PVT LTD,Ahmedabad,Active,np65@outlook.com
U74999MH2017PTC300104,PERFECT WOMAN PRIVATE LIMITED,Mumbai,Active,perfectwomanindia@gmail.com
U24231KA2002PTC031112,21ST CENTURY NUTRITIONAL PRODUCTS (INDIA ) PRIVATE LIMITED,Bangalore,Strike Off,-
U65992DL1988PTC034363,IMANDAR CHITS PRIVATE LIMITED,Delhi,Strike Off,-
U74899DL1993PLC054134,ICICI PRUDENTIAL TRUST LIMITED,Delhi,Active,rakesh_shetty@icicipruamc.com
U73100UP2011PTC046880,SAFECARE HEALTHCARE IMAGING & RESEARCH CENTRE PRIVATE LIMITED,Kanpur,Strike Off,spincometax@sify.com
U72900UP2008PTC034923,MEDFORD INFOSERVICES PRIVATE LIMITED,Kanpur,Strike Off,fcsrajiv@yahoo.co.in
U51909MH2020PTC351089,SUNFORT LIFE CARE INDIA PRIVATE LIMITED,Mumbai,Active,sunfortlife@gmail.com
U99999MH2005PTC157962,GURUBHAKTI FINVEST PRIVATE LIMITED,Mumbai,Active,gurubhaktifinvest@yahoo.com
AAU-5185,NEXT TREND TRADERS LLP,Vijayawada,Active,nexttrendtraders@gmail.com
U29308DL2017OPC312380,ELEMENTIA INTERNATIONAL ENGINEERING WORKS (OPC) PRIVATE LIMITED,Delhi,Active,sourabh.rathore.sr@gmail.com
U80902KA2020PTC132672,EDUDARPAN SOLUTIONS PRIVATE LIMITED,Bangalore,Active,vikrantarora30@gmail.com
U51434KL2004PTC016870,S B K MARKETING AND TRADING PRIVATE LIMI TED,Ernakulam,Strike Off,sreekrishnakumarfcs@gmail.com
U73100HP2012PTC000157,GLENE ANGELS PHYTO SCIENCES PRIVATE LIMITED,HimachalPradesh,Strike Off,gleneangels@gmail.com
U72200DL2015PTC276957,DASTEC SOLUTION PRIVATE LIMITED,Delhi,Active,vidyadhars@gmail.com
U24239UP2021PTC144397,PITAMBRI FORMULATIONS PRIVATE LIMITED,Kanpur,Active,eitcompliance2020@gmail.com
U24100KL1976PTC002819,SOUTHERN ORGANICS PVT LTD,Ernakulam,Dissolved,ol-cochin-mca@nic.in
U70101HR2010PTC040367,AY BUILDWELL PRIVATE LIMITED,Delhi,Active,aybuildwell@rediffmail.com
U74999TG2022PTC158917,AMERICAN IT STAFFING PRIVATE LIMITED,Hyderabad,Active,Srikanthmanda51@gmail.com
AAL-5201,RAINBOW INTERNATIONAL MULTIPLE SUPPLIES,Ahmedabad,Active,mrb.5560@yahoo.com
U25190DL2011PTC226265,OXFORD PLAST INDIA PRIVATE LIMITED,Delhi,Active,oxfordplast@yahoo.com
U18101KA2011PTC059433,ARK MODA DESIGNERS PRIVATE LIMITED,Bangalore,Strike Off,arun@arkmoda.com
U73201DL2006PTC145388,SAKSHI CARGO PRIVATE LIMITED,Delhi,Strike Off,-
U45100WB2011PTC166862,SKYTOUCH COMMERCIAL PRIVATE LIMITED,Kolkata,Active,skytouch.commercial@gmail.com
ABA-3704,STELFLIERS GLOBAL LLP,Delhi,Active,abhinaavjain@gmail.com
U74120MH2012PTC233705,AXIOM FINSOL (INDIA) PRIVATE LIMITED,Mumbai,Active,accounts@axiomgroups.in
U51909MH2020PTC351646,PLANTEGIC GLOBAL LIFE SCIENCES PRIVATE LIMITED,Mumbai,Active,casushantbaraskar@gmail.com
U72900PB2021PTC052659,BRANDNGI MEDIA TECHNOLOGIES PRIVATE LIMITED,Chandigarh,Active,amit.official@gmail.com
U72900TZ2021PTC035951,SAHANNA GLOBAL FREIGHT SERVICES PRIVATE LIMITED,Coimbatore,Active,kamalraj92@outlook.com
U29292DL2011PTC222277,FAITH MACHINES PRIVATE LIMITED,Delhi,Strike Off,corporatecorp1@gmail.com
U24239MH2008PTC186108,ANUYASH HEALTHCARE PRIVATE LIMITED,Mumbai,Strike Off,riteshmahajancs@yahoo.com
U63010WB2010PTC144632,STANDARD OCEANIC LINES PRIVATE LIMITED,Kolkata,Strike Off,SOLPL96@GMAIL.COM
AAP-6125,SRUSHA INDUSTRIES LLP,Pune,Active,shahuzombade3@gmail.com
U65999DL2020PTC368691,ASAKA ASSET RECONSTRUCTION PRIVATE LIMITED,Delhi,Active,triptigarg19@yahoo.co.in
U93000DL2009PTC189437,VERBATIM RESEARCH SERVICES PRIVATE LIMITED,Delhi,Active,kailashvrs@gmail.com
U24231UP1996PTC019294,KAMAL BIO-CHEM PRIVATE LIMITED,Kanpur,Strike Off,s_kumarcs@sify.com
U29308KL2004PTC016816,REXEA DOMESTIC APPLIANCES PRIVATE LIMITE D,Ernakulam,Strike Off,georgechandrathil@vsnl.net
U72501TG2018PTC122213,KWEEK CAREERS & EDUCATION SERVICES PRIVATE LIMITED,Hyderabad,Active,shree831@gmail.com
AAQ-2642,INTUITIVE EDU CONSULTING SERVICES LLP,Delhi,Active,cavivek2011@gmail.com
U85100DL2014PTC269668,98POINT6 HEALTH PRIVATE LIMITED,Delhi,Strike Off,nawani@gmail.com
U51101MH2006PTC158576,STAR PLUS AGRO TRADING PRIVATE LIMITED,Mumbai,Strike Off,-
AAB-4242,GOVATI COMMERCIAL LLP,Kolkata,Defunct,ankit_luharuka@yahoo.com
U92490KL2021PTC069438,MAZI DIKTYO INTERNATIONAL PRIVATE LIMITED,Ernakulam,Active,skcompany342@gmail.com
U45201UP2006PTC032493,AMBIKA SHELTERS PRIVATE LIMITED,Kanpur,Active,singhal.estate@rediffmail.com
U74999MH1943PTC003936,MEHTA ENTERPRISES PVT LTD,Mumbai,Active,ka_triway@yahoo.com
U74120GJ1999PTC035856,V HONEY MARKETING AND MANAGEMENT SERVICES PRIVATE LIMITED,Ahmedabad,Active,atodariaassociates@yahoo.com
U27104TN1998PTC040386,PREMIER STEEL COMPLEX PRIVATE LIMITED,Chennai,Active,admin@premiersteels.in
U99999DL2000PTC004000,HILL FOOD PVT. LTD.,Delhi,Strike Off,-
U74899DL2000PTC107237,VIMAL MOTORS PRIVATE LIMITED,Delhi,Strike Off,-
AAT-0278,ESPEKTRUM ANALYTICS AND CONSULTANT LLP,Delhi,Active,sales@spectrumconsultant.co.in
AAC-7545,KENOLI SYSTEMS LLP,Bangalore,Active,ray.arpita@gmail.com
U72200TZ2001PTC009795,INFOTECH TASKFORCE COIMBATORE PRIVATE LI MITED,Coimbatore,Strike Off,-
U63040JK2014PTC004217,HAFIZ TOUR & TRAVELS PRIVATE LIMITED,Jammu,Strike Off,cs.jeelani@gmail.com
U74999RJ2019PTC065893,YM LIQUORS INDIA PRIVATE LIMITED,Jaipur,Active,mmco.jpr@gmail.com
U72200KA2018PTC117700,91TED MONKS PRIVATE LIMITED,Bangalore,Active,lakshman@zerodistance.io
U65999TZ2010PTC015868,INTRADE FOREX PRIVATE LIMITED,Coimbatore,Strike Off,bangalore@rnbca.com
AAW-9267,KRISHAGYAN VENTURES LLP,Delhi,Active,himanshu.gupta@brindavan.co.in
U21000DL2021PTC376753,ASPV INDUSTRIES PRIVATE LIMITED,Delhi,Active,prateek_aman@yahoo.co.in
U18109DL2002PTC114822,RIDGE APPARELS PRIVATE LIMITED,Delhi,Active,pawanmgoel@gmail.com
U01112UP2007PTC032839,KIRTI SHEETGRAH PRIVATE LIMITED,Kanpur,Active,ricky27sep@gmail.com
U70102UP1997PTC021324,SAMARTH PROPERTIES PRIVATE LIMITED,Kanpur,Strike Off,-
U80902HR2017NPL066993,HAND IN HAND WELFARE FOUNDATION,Delhi,Active,archana.jain44@gmail.com
U74110AS2013PTC022185,R. K. GLOBAL INVESTMENT ADVISORS PRIVATE LIMITED,Shillong,Active,rkglobalinvestpvtltd@gmail.com
U45203PN2000PTC014424,MAXIM PROMOTERS PRIVATE LIMITED,Pune,Active,nilesh@omegapremises.com
U72300DL2007PTC167909,BASICS AUTO SOLUTIONS PRIVATE LIMITED,Delhi,Strike Off,casoban_ahmad@yahoo.com
U15400TG2017PTC118180,VSB AGRO FOODS INDIA PRIVATE LIMITED,Hyderabad,Active,swamyachanta@yahoo.com
U01403MH2009PTC193969,SANGLE AGRO PROCESSING PRIVATE LIMITED,Mumbai,Active,sangle@alcomp.in
U74999TG2017PTC120827,VRK PRODUCTIONS PRIVATE LIMITED,Hyderabad,Active,vuppalarajkumar7@gmail.com
U85100KA2008PTC048593,CADABAM'S CENTER FOR MENTALLY RETARDED PRIVATE LIMITED,Bangalore,Active,info@cadabams.org
AAO-7336,GREEN ACCELERATORS LLP,Jaipur,Active,shivendra21@gmail.com
U74140PB2001PTC024397,ARUN KUMAR SURVEYORS PRIVATE LIMITED,Chandigarh,Strike Off,ishdev@rediffmail.com
U55101RJ1982PTC002612,HOTEL VIJAY PRIVATE LIMITED,Jaipur,Strike Off,-
U15138KA2017PTC106563,SPARK INDUCE PRIVATE LIMITED,Bangalore,Strike Off,jasims29@gmail.com
U72300TN1998PTC041506,INDUS CYBERTECH PRIVATE LIMITED,Chennai,Strike Off,rnaservices@yahoo.co.in
U74999TG2016PTC109260,CTOUCH PRODUCTS PRIVATE LIMITED,Hyderabad,Strike Off,accounts@ctouchproducts.com
U24299DL1990PTC039516,SEAGULL DRUGS PRIVATE LIMITED,Delhi,Active,cs.seagulldrugs@ozonegp.com
U74899DL1992PTC049996,S D S TUBES PRIVATE LIMITED,Delhi,Active,sds_matani@yahoo.com
U74140JH2019PTC013447,EAGLEVISION CONSULTANCY PRIVATE LIMITED,Jharkhand,Active,jhakk@hotmail.com
U18209PN2017PTC173979,AAMNA TEXTILES & INDUSTRIES PRIVATE LIMITED,Pune,Strike Off,zarinakhatri2017@gmail.com
U21090UR2014PTC001331,JINA PAPER STUDIO PRIVATE LIMITED,Uttarakhand,Active,meenakshijeena@gmail.com
U65990UP2021PTC157369,WISECAP INVESTMENT PRIVATE LIMITED,Kanpur,Active,priyaajain@rediffmail.com
U72900TG2022PTC158546,GOSLING TECHNOLOGIES PRIVATE LIMITED,Hyderabad,Active,aravindreddy.komandla@gmail.com
U74999DL2018PTC338028,AXCL DECISION ANALYTICS PRIVATE LIMITED,Delhi,Active,rkg.gupta57@gmail.com
U55204RJ1997PTC014305,SWAAD CATERER PRIVATE LIMITED,Jaipur,Active,herorav38@gmail.com
U33309PB2020PTC051135,JASBERRY HEALTHCARE PRIVATE LIMITED,Chandigarh,Active,ravi_psb@yahoo.com
AAW-2830,KEYTOPIA LLP,Ernakulam,Active,admin@keytopia.org
U29119PN2016PTC158171,POONA ENGITECH PRIVATE LIMITED,Pune,Active,poonaengitech@gmail.com
U74900KA2016PTC085881,PRABHU INNOVATIONS PRIVATE LIMITED,Bangalore,Active,prabhusheshagiri@gmail.com
U85100KA2013PTC071532,CONTINENT7 MEDICAL TOURISM INDIA PRIVATE LIMITED,Bangalore,Strike Off,meditherapyindia@gmail.com
AAH-6790,ATARAXY CONSULTING SERVICES LLP,Mumbai,Active,falgunithakker@unistarindia.net
U52100WB2010PTC147412,BHUPATI DEALERS PRIVATE LIMITED,Kolkata,Converted to LLP,bhupatidealers@gmail.com
U45200DL2007PTC161105,ADVANCE BUILDCON PRIVATE LIMITED.,Delhi,Active,manojpahwa@anantrajlimited.com
U11200OR2013PTC017650,S ORRA ENERGY PRIVATE LIMITED,Cuttack,Strike Off,saptendra_ial@yahoo.co.in
U72900PN2017PTC169885,CLOUDACTIVE LABS (INDIA) PRIVATE LIMITED,Pune,Active,mailtosinghs@gmail.com
U70100KL2012PTC032507,SANDERS VADAKKEKAD DEVELOPERS PRIVATE LIMITED,Ernakulam,Strike Off,CAJEESON@GMAIL.COM
U51909WB2009PTC139314,FORWARD DISTRIBUTORS PRIVATE LIMITED,Kolkata,Strike Off,gaspl@live.com
U26109DL2005PTC139315,JMA PROMOTERS PRIVATE LIMITED,Delhi,Active,jmapromoters2005@yahoo.com
U74990HR2013PTC050830,WORDPLEX MEDIA PRIVATE LIMITED,Delhi,Active,yashwant@skoch.in
U29253MH2011PTC223919,YLM TUBE SOLUTIONS AND SERVICE PRIVATE LIMITED,Mumbai,Active,service.india@ylm.com.tw
U33302HR1990PTC031058,CLASSIC DIALS PVT LTD,Delhi,Active,classicdials@gmail.com
AAN-9828,MONTLINO GLOBAL TRADE LLP,Mumbai,Active,rahulchhabrasears@gmail.com
AAB-2632,ESSEL FINANCE ADVISORS AND MANAGERS LLP,Mumbai,Active,sharmil.bhushan@esselfinance.com
U55101DL1996PLC079756,HOTLINE CPT LIMITED,Delhi,Under Liquidation,ankurgoyal@hsc.in
AAT-2115,ABRAQ PACKARES LLP,Jammu,Active,cakumaranil@gmail.com
U74999NL2021OPC013559,AYOKLAR (OPC) PRIVATE LIMITED,Shillong,Active,punasenla@gmail.com
U63030DL2018PTC336416,ASK DESTINATIONS PRIVATE LIMITED,Delhi,Active,naveensingh2018@gmail.com
U27310KA1982PTC004880,DYNA DRIVES PRIVATE LIMITED,Bangalore,Strike Off,rao@rrassociatesindia.com
U15419UP2019PTC124950,PEETAMBER QUALITY FOODS PRIVATE LIMITED,Kanpur,Active,TAXCONSULTINGINFINITY@GMAIL.COM
U51909WB2004PTC098928,CYGNET AGENCIES PRIVATE LIMITED,Kolkata,Amalgamated,sr_associates17@rediffmail.com
U72900DL2009PTC188139,SDEV SOFTWARE TECHNOLOGIES PRIVATE LIMITED,Delhi,Strike Off,rsharma38@gmail.com
U27106TZ2005PTC012056,VINAYAKA ELECTROALLOYS INDIA PRIVATE LIMITED,Coimbatore,Active,venkat@vinayaka.co
AAQ-4761,AQUIREX ONLINE MARKETING LLP,Kanpur,Active,hello.tahseem@gmail.com
U52190MH2020PTC341759,SPANDAN LIFESPACE PRIVATE LIMITED,Mumbai,Active,dhamneradhika@gmail.com
U74999DL2019PTC354255,ETTORE DARVI PRIVATE LIMITED,Delhi,Active,ettoredarvi@ettoredarvi.com
U24239MH1989PTC050228,ADARSH PHARMACEUTICALS PRIVATE LIMITED,Mumbai,Strike Off,sachin@shakunrealty.com
U70100CH2004PTC027297,S L PROMOTERS PRIVATE LIMITED,Chandigarh,Strike Off,appl.helpdesk@mca.gov.in
U70100DL2012PTC237014,TRIUMPH ASSET HOLDINGS INDIA PRIVATE LIMITED,Delhi,Strike Off,WEALTH063@GMAIL.COM
U70200PN2013PTC149883,RED SOIL FARRMS PRIVATE LIMITED,Pune,Strike Off,skbhujbal83@gmail.com
U74999CT2019OPC009820,SKYMAT TECH SOLUTIONS (OPC) PRIVATE LIMITED,Chhattisgarh,Active,Yugalsky@gmail.com
U70101DL2005PTC140209,PISCES BUILDTECH PRIVATE LIMITED,Delhi,Active,pathakshweta88@gmail.com
U72900MH2000PTC128164,ROAR INFOWAY (INDIA) PRIVATE LIMITED,Mumbai,Strike Off,-
U80301UP2020PTC129021,DOITYOURSELF SCHOOLS PRIVATE LIMITED,Kanpur,Active,raghvendraverma@rocketmail.com
U51909WB1978PLC031765,SCORE INFORMATION TECHNOLOGIES LIMITED,Kolkata,Active,partha.ghosh@score.co.in
U15100UP2018PTC101134,SHIVAADYU FOODS AND BEVERAGES PRIVATE LIMITED,Kanpur,Active,savassociate7@gmail.com
U74900DL2015PTC287377,AGRESTIC COLOURS INDIA PRIVATE LIMITED,Delhi,Active,adv.navaneet@gmail.com
U01110UP2021PTC154554,ADITYA BIRAHA FARMAR PRODUCER COMPANY LIMITED,Kanpur,Active,Ramkrishnasingh9455426830@gmail.com
U74999KA2016PTC093152,U N I COMPLY PRIVATE LIMITED,Bangalore,Active,info@unicomply.com
U99999DN1991PLC000037,SILVASSA STANDARD TWIST AND TILES PVT. LTD.,Goa,Active,-
U45200MH2006PTC161528,KANIFNATH CONSTRUCTIONS PRIVATE LIMITED,Mumbai,Active,dilipingole777@gmail.com
U45500BR2020PTC046547,TRI SNM CONSTRUCTIONS PRIVATE LIMITED,Patna,Active,the.empire.indias@gmail.com
U51900MH1988PTC049565,PARKO TRADERS PRIVATE LIMITED,Mumbai,Active,shreejimarbles@gmail.com
AAZ-3964,KALYANKARI REALTORS LLP,Kolkata,Active,corporate@ishagroup.com
U85300UP2020NPL130440,SANJEEVNI FOUNDATION AND SOCIAL WELFARE,Kanpur,Active,ak7097300@gmail.com
U70109DL2021PTC379151,CASTLE INFRAHOMES PRIVATE LIMITED,Delhi,Active,roc@jainagarwalca.com
U45201DL2001PTC112746,YUVRAJA CONSTRUCTION PRIVATE LIMITED,Delhi,Strike Off,yil.infra@gmail.com
U66000HR2016PTC065998,SFT INSURANCE MARKETING PRIVATE LIMITED,Delhi,Active,manjitsft@gmail.com
U36101DL1988PTC033542,FUTRIC BUSINESS FURNITURES PRIVATE LIMIT ED,Delhi,Strike Off,gsjco@vsnl.com
U01120MH2015PTC266287,JAI BHAGWAN FARMERS PRODUCER COMPANY LIMITED,Mumbai,Strike Off,sharadpawar.ihdf@gmail.com
U65921WB1991PTC052027,ENERGISE BUSINESS PVT LTD,Kolkata,Strike Off,-
U65999UP2017PLC092026,RADIANT NIDHI LIMITED,Kanpur,Active,radiantnidhi2017@gmail.com
U63040DL2012PTC244310,ROHIT TOUR & TRAVELS PRIVATE LIMITED,Delhi,Strike Off,rajeshg_ca@yahoo.co.in
U74999DL2018PTC337564,SAAZ BUILDING PRODUCTS PRIVATE LIMITED,Delhi,Active,sanawer.marketing.ib@gmail.com
U72200DL2022PTC394550,SOCIALBRAIN SOLUTIONS PRIVATE LIMITED,Delhi,Active,VISHALBTYAGI@GMAIL.COM
AAB-8321,ECOLOGIC HABITATS LLP,Bangalore,Active,psmohd@ecologichabitats.com
U93090PB2018PTC048543,FPS JOBS PRIVATE LIMITED,Chandigarh,Active,er.sandeepboora.nit@gmail.com
U45400MH2010PTC203345,AMEYA TOWNHOMES PRIVATE LIMITED,Mumbai,Active,simplychiru555@gmail.com
U27100KA2012PTC067207,DHANYA TMT PRIVATE LIMITED,Bangalore,Active,ramesh@dhanyasree.com
U24100DL2010PTC197839,ECOVET LABORATORIES PRIVATE LIMITED,Delhi,Active,anandrawat95@gmail.com
U22229DL2006PTC153673,COORDINATES MEDIA PRIVATE LIMITED,Delhi,Active,talktous@mycoordinates.org
U70200DL2015PTC286761,AASRA INFRADEVELOPERS PRIVATE LIMITED,Delhi,Active,pankajyadav777@gmail.com
U72200JK2012PTC003521,K EXPERT IT SOLUTIONS PRIVATE LIMITED,Jammu,Strike Off,hussaincs12@yahoo.co.in
U74999WB2017PTC223725,MASARN MAPLE SOLUTIONS EXPORT & IMPORT PRIVATE LIMITED,Kolkata,Under Process of Striking Off,moumita_m12@yahoo.co.in
U85100HR2013PTC048553,CHITRA VISION CARE PRIVATE LIMITED,Delhi,Strike Off,yogesh.gosain@rediffmail.com
U17290KA1985PTC007045,CHIGS FABREEKA PRIVATE LIMITED,Bangalore,Strike Off,-
U51102DL2003PTC122673,GREATER NOIDA FILLING STATION PRIVATE LIMITED,Delhi,Strike Off,CAPKJ@REDIFFMAIL.COM
U51909WB2005PTC103497,EMSON TRADING PRIVATE LIMITED,Kolkata,Active,jhaprabhu1982@gmail.com
AAV-5706,KHUSI BRICKS LLP,Kolkata,Active,khusibrickskultali2020@gmail.com
U74999TG2019PTC135359,UNIQSOFTINC SOLUTIONS PRIVATE LIMITED,Hyderabad,Active,suren6538@gmail.com
U45209TG2010PTC069700,VYSHNAVI INFRABUILD (INDIA) PRIVATE LIMITED,Hyderabad,Active,venkat@vyshnavigroup.com
U36990DL1984PTC019073,MITTAL CYLINDERS PRIVATE LIMITED,Delhi,Strike Off,-
U31909MH1994PTC079150,ADROIT MYRTLE (INDIA) PVT LTD,Pune,Strike Off,-
U55101GA2006PTC004446,SUSEGAD RESORTS PRIVATE LIMITED,Goa,Strike Off,dirkzoschke@web.de
U74999DL2019PTC358566,FIXOURS ETECH AND NETWORKING SOLUTIONS PRIVATE LIMITED,Delhi,Active,fixours@gmail.com
U63090WB2019PTC235227,BLUESTAAR NAVIGATION PRIVATE LIMITED,Kolkata,Active,biswajitbag913@gmil.com
U65992DL1984PTC019162,JINDAL CHIT FUND PRIVATE LIMITED,Delhi,Strike Off,-
U72200PB1997PTC019786,S R B SOFTWARE INTERNATIONAL PRIVATE LIM ITED,Chandigarh,Strike Off,-
U74999DL2017PTC318348,MEAD COMMUNICATIONS PRIVATE LIMITED,Delhi,Active,shello.raza@gmail.com
AAG-1582,LETUSGOTO TRAVELS LLP,Delhi,Strike Off,mca@asiataxzone.com
U45400DL2021PTC379394,S J P INFRASTRUCTURE PRIVATE LIMITED,Delhi,Active,raushan.valuer@gmail.com
U51109WB2005PTC104829,SHAILYN AGENCIES PRIVATE LIMITED,Kolkata,Converted to LLP,shailynagencies@rediffmail.com
U63030DL2017OPC317866,AAYAT HOSPITALITY SERVICES (OPC) PRIVATE LIMITED,Delhi,Strike Off,customercare@live.in
U74999DL2017PTC314343,CONDUIT MEDIA PRIVATE LIMITED,Delhi,Strike Off,PCSGSK@GMAIL.COM
U33309MP2020FTC050771,EQUALIZE HEALTH INDIA PRIVATE LIMITED,Gwalior,Active,ksankaranarayanan@equalizehealth.org
U29248KA2015PTC080207,IMASIA CAD CAM SERVICES PRIVATE LIMITED,Bangalore,Active,accounts@imaasia.in
AAC-2795,GALAXY PROPCON LLP,Delhi,Active,kgroup33@rediffmail.com
U74999MH2019PTC324704,AADIKOSH PROCESSING PRIVATE LIMITED,Mumbai,Active,prakash@aadiengineers.com
U17299RJ2021PTC073637,INTERIOHOUSING PRIVATE LIMITED,Jaipur,Active,interiohousing@gmail.com
U45200BR2014PTC022310,PAVEL CONSTRUCTION & BUILDERS PRIVATE LIMITED,Patna,Strike Off,CHETAN.STRING04@GMAIL.COM
U45209AP2011PTC076058,BRASS CONSTRUCTIONS PRIVATE LIMITED,Vijayawada,Strike Off,bhaskarbungatavula@gmail.com
U74999MH2018PTC310897,VISCO LOGISTICS PRIVATE LIMITED,Mumbai,Active,awpradeepv@gmail.com
U30000PB2004PTC026699,TELUS SYSTEMS PRIVATE LIMITED,Chandigarh,Active,laj@broadconnect.ca
U29308KA2009PTC049827,LITO ELECTRONICS PRIVATE LIMITED,Bangalore,Strike Off,rithvik@litogobal.com
U18204WB2014PTC201516,SIDHESH CREATION PRIVATE LIMITED,Kolkata,Strike Off,CA.AHCO@GMAIL.COM
U99999MH1988PTC049886,RAHBER SAND DREDGING COMPANY PRIVATE LIMITED,Mumbai,Strike Off,-
U63030KA2022PTC156642,ORN INDESTINATIONS PRIVATE LIMITED,Bangalore,Active,amit@tripfactory.com
U51909TG2017PTC114019,MAAGH IMPEX PRIVATE LIMITED,Hyderabad,Active,RAVIHYD1974@GMAIL.COM
AAR-9692,GREENCURVE INVESTMENTS LLP,Chennai,Active,BIKERUNICORN2@GMAIL.COM
U27104PB1996PTC017729,GARG TOOLS AND HAMMERS PRIVATE LIMITED,Chandigarh,Strike Off,-
U24119GJ2007PLC049785,ESSAR ADVISORY SERVICES LIMITED,Ahmedabad,Active,holdingcosec@essar.com
U45200DL2007PTC159885,SATYAM SHIVAM SUNDRAM BUILDERS PRIVATE LIMITED,Delhi,Active,drindermalik18@gmail.com
U93090WB2019PTC232734,LEXANGRIT PRIVATE LIMITED,Kolkata,Active,thethemeindiaofficial@gmail.com
U45400UP2021PTC142895,MASS TECHTONES & CONSULTANCY SERVICES PRIVATE LIMITED,Kanpur,Active,ajay.mace14@gmail.com
U25202TN2000PTC044075,M.M. WRAP PRIVATE LIMITED,Chennai,Strike Off,-
U17120GJ2010PTC060165,HERITAGE PROCESSORS PRIVATE LIMITED,Ahmedabad,Active,heritageprocessors@gmail.com
U27310TZ1990PTC002765,SRI GOWRI STEEL MILLS PRIVATE LIMITED,Coimbatore,Strike Off,-
U72900KA2020PTC142378,DYNAMIC OCTOPUS TECHNOLOGY PRIVATE LIMITED,Bangalore,Active,INCORP.MCA@GMAIL.COM
U50401DL2018PTC328566,MISHRIF TRADING PRIVATE LIMITED,Delhi,Active,accountsmanager@samarahonda.com
