U27107KA1971PLC002064,SHIVMONI STEEL TUBES LIMITED,Bangalore,Under Liquidation,-
U29306MH2019PTC319833,KHATALE AUTOMOTIVE & ENGINEERING PRIVATE LIMITED,Mumbai,Active,ravindra.khatale@yahoo.com
U45209TN2021PTC143695,TRUEWAY BUSINESS SERVICES PRIVATE LIMITED,Chennai,Active,aryundeva@gmail.com
L27106UP1970PLC003353,ATMA STEELS LIMITED,Kanpur,Active,atmasteelsltd@rediffmail.com
U70101TN2007PLC064449,CHONA MEGATAINMENT MALLS LIMITED,Chennai,Active,pal@chona.com
U31900WB2010PTC154236,MEGATHERM INDUCTION PRIVATE LIMITED,Kolkata,Active,vineet.mohta@megatherm.com
U24100KL2021PTC071829,COSMUS SKIN CARE PRIVATE LIMITED,Ernakulam,Active,fathima.noureen@ymail.com
U18101TG2005PTC046575,KALANIKETHAN SILKS PRIVATE LIMITED,Hyderabad,Active,ramyakrishna.s@ril.com
U74999HR2014PTC068135,AZURO PROPERTY MANAGEMENT SERVICES PRIVATE LIMITED,Delhi,Active,secretarial@squareyards.com
U36999DL2016PTC306855,BAGCLUES EXIM PRIVATE LIMITED,Delhi,Active,rajbothra11@gmail.com
U72900TN2011FTC082962,VISHWAYANTRI TECHNOLOGIES PRIVATE LIMITED,Chennai,Active,ramgprasath@gmail.com
U40108HP1995PTC016183,DHAMWARI POWER COMPANY PRIVATE LIMITED,HimachalPradesh,Active,secretarial@goyalgroup.com
U52602KA2022PTC158713,DOMICA KIDS PRIVATE LIMITED,Bangalore,Active,DOMICASITES@GMAIL.COM
U74999DL2017PTC325465,PRANIV ENSPAN PRIVATE LIMITED,Delhi,Active,deepakbansiwal@yahoo.com
U51100MH1998PTC116464,SONMOD MARKETING PRIVATE LIMITED,Mumbai,Active,SANGAMOFFICE784@GMAIL.COM
U61200MH2018FTC304912,CSMPL INDIA PRIVATE LIMITED,Mumbai,Active,legal.india@gpglobal.com
U51109WB2005PTC104904,JAGANNATH TIE-UP PRIVATE LIMITED,Kolkata,Active,rajugarments1@gmail.com
U51909WB2007PTC114365,ANAND VYAPAAR PRIVATE LIMITED,Kolkata,Active,anandvyapaar094@gmail.com
U74999DL2018PTC331234,SAFFRON STROKES PRIVATE LIMITED,Delhi,Active,aradhna@sledgehammerasia.com
U55101DL2016PTC300966,CURIOUS RECIPES PRIVATE LIMITED,Delhi,Active,hv1674817@gmail.com
U72900TG2020PTC147171,SYNERG TECHNOLOGY (INDIA) PRIVATE LIMITED,Hyderabad,Active,arunimad@synerg-tech.com
U45200AP2003PTC041359,BHOORATHNOM CONSTRUCTION COMPANY PRIVATE LIMITED,Vijayawada,Active,brcpipes@yahoo.com
U85300UP2021NPL141491,CASMART MICRO FOUNDATION,Kanpur,Active,gstactindia@gmail.com
U14200RJ2020PTC069937,MORION EXPORTS PRIVATE LIMITED,Jaipur,Active,morionexports@gmail.com
U45201DL2006PTC146895,EXPERT TOWNSHIP PRIVATE LIMITED,Delhi,Active,accil.roc@gmail.com
U70109DL2006PTC150355,CIMEX LAND AND HOUSING PRIVATE LIMITED,Delhi,Active,info.landcompany@gmail.com
U52190RJ2014PTC045171,QUALITY EMPRIO MERCHANDISE PRIVATE LIMITED,Jaipur,Active,qualityminerals@gmail.com
U85300KA2019NPL126165,PRAJEEVAN LIVELIHOOD FOUNDATION,Bangalore,Active,ajay.sood@prajeevan.org
U74999UP2016PTC083121,RAVG PARK PRIVATE LIMITED,Kanpur,Active,AKSHAT_56@YAHOO.COM
U51909DL2020PTC365521,AARYAVRAT PRODUCTS INDIA PRIVATE LIMITED,Delhi,Active,rajeshg_ca@yahoo.co.in
U14200KA2009PTC051084,FUTURE STONE WORKS PRIVATE LIMITED,Bangalore,Active,accounts@futurestoneworks.com
U00500DL2005PTC138544,GRAND BUILDTECH PRIVATE LIMITED,Delhi,Active,tarc@tarc.in
U19202UP2017PTC098137,ADDU EQUESTRIAN PRIVATE LIMITED,Kanpur,Active,harshit@skinternationalmail.com
U27209TN1983PTC010225,NEPTUNE INFLATABLES PRIVATE LIMITED,Chennai,Liquidated,-
U74999DL2018PTC332633,EARNVEST GLOBAL PRIVATE LIMITED,Delhi,Active,sandeepojha06@gmail.com
U51909TN1999PTC042142,MALAYITHA IMPEX PRIVATE LIMITED,Chennai,Active,gm@kattima.com
U55109GA2019PTC013963,IDYLLIC GOAN GETAWAYS AND DEVELOPMENTS PRIVATE LIMITED,Goa,Active,idyllicgaongetawayspvtltd@gmail.com
L32201WB1993PLC203868,YOGI INFRA PROJECTS LIMITED,Kolkata,Active,complianceofficeryogi@gmail.com
U23200GJ2021PTC119557,MADHUSUDAN PETROCHEM PRIVATE LIMITED,Ahmedabad,Active,madhusudanpetropvtltd@gmail.com
L51900MH1985PLC036896,NXTDIGITAL LIMITED,Mumbai,Active,hasmukhs@nxtdigital.in
U63090TN2005PTC056282,SEASTAR SHIPPING LOGISTICS INDIA PRIVATE LIMITED,Chennai,Strike Off,-
U74920MP2014PTC033566,TIRUPATI GUARDS AND ALLIED SERVICES PRIVATE LIMITED,Gwalior,Active,tirupatiguards@gmail.com
U17121DL2007PTC171024,SPA TEXTILES PRIVATE LIMITED,Delhi,Active,pranav@gspinternational.net
U45200TG2006PTC048908,SRISAISRINIVASA MANSIONS PRIVATE LIMITED,Hyderabad,Active,rangapreetham@gmail.com
U60300KA2013PTC071445,KINGSWOOD LOGISTICS PRIVATE LIMITED,Bangalore,Active,info@kingswood.in
U51909WB2010PTC155188,EQUAL VINCOM PRIVATE LIMITED,Kolkata,Active,evpltd2010@rediffmail.com
U72400KA2015OPC084946,D2V SOFTWARE SOLUTIONS (OPC) PRIVATE LIMITED,Bangalore,Active,ramanan@d2vsoftwaresolutions.com
U52390WB2010PTC144235,ATTRACTIVE VINCOM PRIVATE LIMITED,Kolkata,Active,attractivevincomprivatelimited@yahoo.com
U05005UP2018PTC105193,AM AQUA BLUE FISH AND MARINE PRODUCTS EXPORT & IMPORTS PRIVATE LIMITED,Kanpur,Active,tupropio@yahoo.com
U45309MH2020PTC348189,MIRRORWALL CREATIONS PRIVATE LIMITED,Mumbai,Active,ubaidsheikh527@gmail.com
U74999DL1996PLC078939,JAY BHARAT TISSUES LIMITED,Delhi,Active,jaybharattissue@gmail.com
U15490CT2017PTC008322,KAMAL FOODS PRIVATE LIMITED,Chhattisgarh,Active,kse@kamalsol.com
U15100MH2021OPC353251,LIVRITE GLOBAL CREATIONS (OPC) PRIVATE LIMITED,Mumbai,Active,Livriteglobal@gmail.com
U63000MH2015PTC266776,ASHLESH LOGISTIC SOLUTIONS AND HEALTH CARE PRIVATE LIMITED,Mumbai,Active,ashlesh_shere@yahoo.co.in
U70109WB2009PTC134302,VEDANT INFRADEV PRIVATE LIMITED,Kolkata,Active,DOKANIASUNIL@GMAIL.COM
U74899DL1984PTC018885,NIKY TASHA ENERGIES PRIVATE LIMITED,Delhi,Active,sandeep.sikdar@gmail.com
U55209MH2017PTC296153,B. R. BAR & KITCHEN PRIVATE LIMITED,Mumbai,Active,br_shetty62@yahoo.com
U28910WB2007PTC113134,J N METALS PRIVATE LIMITED,Kolkata,Active,ayush6011@gmail.com
U67120RJ1997PTC018695,RAJESH MUNDRA COMMODITIES PRIVATE LIMITED,Jaipur,Active,rmcplhelpdesk@gmail.com
U74999TG2008PTC059684,KARECARD SOLUTIONS PRIVATE LIMITED,Hyderabad,Active,info@karecardsolutions.com
U22219HP2020PTC008131,DEVRISING INDUSTRIES PRIVATE LIMITED,HimachalPradesh,Active,ho.devnidhi@gmail.com
U51109WB2007PTC113337,ANURADHA VINIMAY PRIVATE LIMITED,Kolkata,Active,anuradhavinimay@gmail.com
U70101DL1999PTC099386,RITI-VISA PROMOTORS AND DEVELOPERS PRIVATE LIMITED,Delhi,Active,gkpahwaco@gmail.com
U65993WB1981PLC034016,LALL INVESTMENTS LTD,Kolkata,Active,cs@zenithmetals.com
U29100GJ2019PTC108235,RV VENTURES PRIVATE LIMITED,Ahmedabad,Active,kiritchaudhary@yahoo.com
U65993KL2007PTC021450,EMPOWER INDIA CAPITAL INVESTMENTS PRIVATE LIMITED,Ernakulam,Active,empowerindiapl@yahoo.com
U29219DL1999PTC099691,ARO EQUIPMENTS PRIVATE LIMITED,Delhi,Active,vmalik@aroequipments.com
U74999KA2022PTC165599,FOURDEGREEWATER SERVICES PRIVATE LIMITED,Bangalore,Active,anshg64@gmail.com
U74899DL1993PTC052365,FILM ELECTRONICS PRIVATE LIMITED,Delhi,Active,accounts@filmelectronics.in
U72900MH2016PTC285506,FLOMA INTERNET PRIVATE LIMITED,Mumbai,Active,deshpande_shriram@hotmail.com
U51909UP2021PTC151279,RAVI LALAJI DAIRY PRIVATE LIMITED,Kanpur,Active,31kaka01@gmail.com
U85300MP2022NPL059395,SHREE AMBEY MICRO SERVICES FOUNDATION,Gwalior,Active,shreeambeymicroservices@gmail.com
U34300MP1999PTC013302,RAJPAL ABHIKARAN PRIVATE LIMITED,Gwalior,Active,rajeshgurbani1@yahoo.co.in
U51909GJ2017PTC098002,REENA SYNTEX PRIVATE LIMITED,Ahmedabad,Active,reenasyntex@gmail.com
U33112TG2021PTC148953,TVISHA INDUSTRIES PRIVATE LIMITED,Hyderabad,Active,dralifoundation@icloud.com
U74899DL1992PTC050906,SATISH ANAND LEASING PRIVATE LIMITED,Delhi,Active,ajaysharma9192@gmail.com
U74999DL2021OPC382226,FLIGHTPATH INFOGAIN (OPC) PRIVATE LIMITED,Delhi,Active,flightpathinfogainpvltd@gmail.com
U93090GJ2022PTC136000,HERITAGE LAMINATES PRIVATE LIMITED,Ahmedabad,Active,heritagelaminates@heritagesurfaces.com
U17299MH2022PTC391609,VINPRO TEXTILES PRIVATE LIMITED,Mumbai,Active,ag@proma.co.in
U52100UP2016PTC077119,VPM RETAILS PRIVATE LIMITED,Kanpur,Active,seth@foxsecuritysolutions.com
U74899DL1995PLC062607,R G SHARE BROKERS LIMITED,Delhi,Active,rgsharebroker@rediffmail.com
U72500GJ2017PTC098852,DIACOUSTIC LABS PRIVATE LIMITED,Ahmedabad,Active,pratham.wal@gmail.com
U65999KA2000PTC033945,SEQUOIA CAPITAL INDIA ADVISORS PRIVATE LIMITED,Bangalore,Active,sunder.ramdas@sequoiacap.com
U74990MH2010PTC208218,EXHICON EVENTS MEDIA SOLUTIONS PRIVATE LIMITED,Mumbai,Active,syed@exhicongroup.com
U74999TN2017PTC119939,KRISHCA STRAPPING SOLUTIONS PRIVATE LIMITED,Chennai,Active,bala.lenin@krishcastrapping.com
U45400DL2016PTC292012,FORMULAIC ENGINEERS PRIVATE LIMITED,Delhi,Active,priyagautamvsspl@gmail.com
U27100CT2014PLC001311,JAINAM FERRO ALLOYS (I) LIMITED,Chhattisgarh,Active,jainamferro@gmail.com
U51109MP2004PTC016959,SYSTANGO TECHNOLOGIES PRIVATE LIMITED,Gwalior,Active,nilesh@systango.com
U31100MH1982PTC028406,RISHABH INSTRUMENTS PVT LTD,Mumbai,Active,narendra.goliya@rishabh.co.in
U74999UP2016PTC084440,VUENOW MARKETING SERVICES PRIVATE LIMITED,Kanpur,Active,Vuenowtax@outlook.com
U65999TG2011PTC074795,ZAGGLE PREPAID OCEAN SERVICES PRIVATE LIMITED,Hyderabad,Active,haripriya.singh@zaggle.in
U74999GJ2019PTC106194,VULGATE LUBRICANTS PRIVATE LIMITED,Ahmedabad,Active,mitalie1610@gmail.com
L74899DL1981PLC015865,NIIT LIMITED,Delhi,Active,deepak.bansal@niit.com
U52190DL2009PTC191827,EXPRESSION MANTRA MULTIMARKETING SOLUTIONS PRIVATE LIMITED,Delhi,Active,cakdheeraj@gmail.com
U74999PN2017PTC173326,PARMAR'S OURSTORIES MEDIA & ENTERTAINMENT PRIVATE LIMITED,Pune,Active,amee.mann4@gmail.com
U74899DL1972PTC006306,RAJIV MOTORS PRIVATE LIMITED,Delhi,Active,rajivdewan1@gmail.com
U72300DL2014PTC264533,MOTHERSON INVENZEN XLAB PRIVATE LIMITED,Delhi,Active,vav@motherson.com
U01132WB2007PLC115278,VARUN TEA PLANTATIONS LIMITED,Kolkata,Active,company.secretary@ellenbarrie.com
U72900KA2016PTC095852,MEDIBOX DIGITAL SOLUTIONS PRIVATE LIMITED,Bangalore,Active,dharamvir.malik@akums.net
U52190WB2009PTC137709,BALGOPAL COMMOSALES PRIVATE LIMITED,Kolkata,Active,mkagarwal078@gmail.com
U72900KA2020PTC133526,CARDPAY TECHNOLOGIES PRIVATE LIMITED,Bangalore,Active,vishal.mehta@ia.ooo
U24119DL1997PTC088275,S.D. POLYMER PVT.LTD.,Delhi,Active,sdpolymers@gmail.com
U74899DL1993PLC055471,N D A SHARE BROKERS LIMITED,Delhi,Active,gsankul@gmail.com
U80301MH2013NPL248581,MENTORME FOUNDATION,Mumbai,Active,prashant.k@theapprenticeproject.org
U14299RJ2021PTC073147,SHRI GOVIND GRANITE AND MINES PRIVATE LIMITED,Jaipur,Active,FGPS.SOLAR@GMAIL.COM
U24299BR2021PTC052530,TATHAGAT CHEMICALS AND ENGINEERING PRIVATE LIMITED,Patna,Active,tcaeplpatna@gmail.com
U29302KA2006PTC038883,SIGNATURE KITCHENS (INDIA) PRIVATE LIMITED,Bangalore,Active,amrish@koshambh.com
U74999GJ2018PTC101507,THED PIZZA PRIVATE LIMITED,Ahmedabad,Active,dhruveshdhanani@gmail.com
U51900MH1984PTC032470,NAFEES EXPORTS PVT LTD,Mumbai,Strike Off,-
U51109WB2007PTC114077,GENNEXT COMMOTRADE PRIVATE LIMITED,Kolkata,Active,vin.fca@gmail.com
U45400DL2007PTC162495,GADGET BUILDERS PRIVATE LIMITED,Delhi,Active,tarc@tarc.in
U45400WB2009PTC132416,ADITYA INFRAPROJECT PRIVATE LIMITED,Kolkata,Converted to LLP,neha@nehasinghi.com
U55101WB2011PTC169706,SIDDHANT HOTELS AND RESTAURANTS PRIVATE LIMITED,Kolkata,Active,siddhanthnr@gmail.com
U74999KA2020PTC140025,EBONO PRIVATE LIMITED,Bangalore,Active,communications@ebo.com
U52590MP2015PTC033885,SARA INDIA ONLINE SHOPPING PRIVATE LIMITED,Gwalior,Active,miteshverma72@gmail.com
U72200MH2021PTC364729,REVIND ANALYTICS PRIVATE LIMITED,Mumbai,Active,prakash15patil@gmail.com
U51109WB2005PTC103753,LOGIC TRADERS PRIVATE LIMITED,Kolkata,Active,araj_varanasi@yahoo.co.in
U40106GJ2016PTC085576,ADANI SOLAR ENERGY FOUR PRIVATE LIMITED,Ahmedabad,Active,pragnesh.darji@adani.com
U45400WB2008PTC121404,SHAKUNTALAM REALBUILD PRIVATE LIMITED,Kolkata,Active,coallink@gmail.com
U74999DL2013PTC247515,MAKE INDIASMART PRIVATE LIMITED,Delhi,Active,info@makeindiasmart.com
U27107KA1971PLC002064,SHIVMONI STEEL TUBES LIMITED,Bangalore,Under Liquidation,-
U29306MH2019PTC319833,KHATALE AUTOMOTIVE & ENGINEERING PRIVATE LIMITED,Mumbai,Active,ravindra.khatale@yahoo.com
U45209TN2021PTC143695,TRUEWAY BUSINESS SERVICES PRIVATE LIMITED,Chennai,Active,aryundeva@gmail.com
L27106UP1970PLC003353,ATMA STEELS LIMITED,Kanpur,Active,atmasteelsltd@rediffmail.com
U70101TN2007PLC064449,CHONA MEGATAINMENT MALLS LIMITED,Chennai,Active,pal@chona.com
U31900WB2010PTC154236,MEGATHERM INDUCTION PRIVATE LIMITED,Kolkata,Active,vineet.mohta@megatherm.com
U24100KL2021PTC071829,COSMUS SKIN CARE PRIVATE LIMITED,Ernakulam,Active,fathima.noureen@ymail.com
U18101TG2005PTC046575,KALANIKETHAN SILKS PRIVATE LIMITED,Hyderabad,Active,ramyakrishna.s@ril.com
U74999HR2014PTC068135,AZURO PROPERTY MANAGEMENT SERVICES PRIVATE LIMITED,Delhi,Active,secretarial@squareyards.com
U36999DL2016PTC306855,BAGCLUES EXIM PRIVATE LIMITED,Delhi,Active,rajbothra11@gmail.com
U72900TN2011FTC082962,VISHWAYANTRI TECHNOLOGIES PRIVATE LIMITED,Chennai,Active,ramgprasath@gmail.com
U40108HP1995PTC016183,DHAMWARI POWER COMPANY PRIVATE LIMITED,HimachalPradesh,Active,secretarial@goyalgroup.com
U52602KA2022PTC158713,DOMICA KIDS PRIVATE LIMITED,Bangalore,Active,DOMICASITES@GMAIL.COM
U74999DL2017PTC325465,PRANIV ENSPAN PRIVATE LIMITED,Delhi,Active,deepakbansiwal@yahoo.com
U51100MH1998PTC116464,SONMOD MARKETING PRIVATE LIMITED,Mumbai,Active,SANGAMOFFICE784@GMAIL.COM
U61200MH2018FTC304912,CSMPL INDIA PRIVATE LIMITED,Mumbai,Active,legal.india@gpglobal.com
U51109WB2005PTC104904,JAGANNATH TIE-UP PRIVATE LIMITED,Kolkata,Active,rajugarments1@gmail.com
U51909WB2007PTC114365,ANAND VYAPAAR PRIVATE LIMITED,Kolkata,Active,anandvyapaar094@gmail.com
U74999DL2018PTC331234,SAFFRON STROKES PRIVATE LIMITED,Delhi,Active,aradhna@sledgehammerasia.com
U55101DL2016PTC300966,CURIOUS RECIPES PRIVATE LIMITED,Delhi,Active,hv1674817@gmail.com
U72900TG2020PTC147171,SYNERG TECHNOLOGY (INDIA) PRIVATE LIMITED,Hyderabad,Active,arunimad@synerg-tech.com
U45200AP2003PTC041359,BHOORATHNOM CONSTRUCTION COMPANY PRIVATE LIMITED,Vijayawada,Active,brcpipes@yahoo.com
U85300UP2021NPL141491,CASMART MICRO FOUNDATION,Kanpur,Active,gstactindia@gmail.com
U14200RJ2020PTC069937,MORION EXPORTS PRIVATE LIMITED,Jaipur,Active,morionexports@gmail.com
U45201DL2006PTC146895,EXPERT TOWNSHIP PRIVATE LIMITED,Delhi,Active,accil.roc@gmail.com
U70109DL2006PTC150355,CIMEX LAND AND HOUSING PRIVATE LIMITED,Delhi,Active,info.landcompany@gmail.com
U52190RJ2014PTC045171,QUALITY EMPRIO MERCHANDISE PRIVATE LIMITED,Jaipur,Active,qualityminerals@gmail.com
U85300KA2019NPL126165,PRAJEEVAN LIVELIHOOD FOUNDATION,Bangalore,Active,ajay.sood@prajeevan.org
U74999UP2016PTC083121,RAVG PARK PRIVATE LIMITED,Kanpur,Active,AKSHAT_56@YAHOO.COM
